'5.6_millimetres' | structural violation
northern_europe -> europe -> continent_in_northern_hemisphere | edge semantic failure
northern_europe -> europe -> eurasia -> continent | semantic abstraction jump
northern_europe -> europe -> continent_in_northern_hemisphere | edge semantic failure
northern_flying_squirrel -> american_flying_squirrel -> squirrel -> rodent -> small_wild_mammal | semantic abstraction jump
northern_flying_squirrel -> american_flying_squirrel -> squirrel -> rodent -> small_wild_mammal | semantic abstraction jump
bushbaby | structural violation
northern_hawk_owl -> owl -> bird -> eagle -> large_bird_of_prey | edge semantic failure
northern_hawk_owl -> owl -> bird -> eagle -> large_bird_of_prey | edge semantic failure
northern_hawk_owl -> owl -> bird_of_prey -> bird -> eagle -> large_bird_of_prey | edge semantic failure
northern_hawk_owl -> owl -> bird_of_prey -> bird -> eagle -> large_bird_of_prey | edge semantic failure
northern_hawk_owl -> bird -> eagle -> large_bird_of_prey | edge semantic failure
northern_hawk_owl -> bird -> eagle -> large_bird_of_prey | edge semantic failure
northern_pocket_gopher -> gopher -> pocket_rat | edge semantic failure
northern_spotted_owl -> owl -> bird -> eagle -> large_bird_of_prey | edge semantic failure
northern_spotted_owl -> owl -> bird -> eagle -> large_bird_of_prey | edge semantic failure
northern_spotted_owl -> owl -> bird_of_prey -> bird -> eagle -> large_bird_of_prey | edge semantic failure
northern_spotted_owl -> owl -> bird_of_prey -> bird -> eagle -> large_bird_of_prey | edge semantic failure
northland_green_gecko -> gekkonidae -> reptile | edge semantic failure
territory_of_canada | structural violation
opposit_of_southeast | structural violation
norway_lobster -> lobster -> shellfish -> seafood | semantic abstraction jump
norway_lobster -> lobster -> shellfish -> seafood -> fish | semantic abstraction jump
norway_lobster -> lobster -> decapod_crustacean -> crustacean | semantic abstraction jump
seafaring_nation | structural violation
norwegian_lobster -> lobster -> shellfish -> seafood | semantic abstraction jump
norwegian_lobster -> lobster -> shellfish -> seafood -> fish | semantic abstraction jump
norwegian_lobster -> lobster -> decapod_crustacean -> crustacean | semantic abstraction jump
norwegian_person -> norwegian -> person | edge semantic failure
norwegian_person -> norwegian -> scandinavian -> human | edge semantic failure
norwegian_person -> norwegian -> scandinavian -> human -> person | edge semantic failure
norwegian_person -> norwegian -> person -> human | edge semantic failure
norwegian_person -> norwegian -> person_with_nationality -> human | edge semantic failure
norwegian_person -> norwegian -> person_with_nationality -> human -> person | edge semantic failure
norwich_terrier -> terrier -> hunting_dog -> dog | semantic abstraction jump
norwich_terrier -> terrier -> hunting_dog -> dog -> canine | semantic abstraction jump
norwich_terrier -> terrier -> hunting_dog -> dog -> domesticated_canine | semantic abstraction jump
norwich_terrier -> terrier -> hunting_dog -> dog -> example_of_pet | semantic abstraction jump
norwich_terrier -> terrier -> hunting_dog -> dog -> pet | semantic abstraction jump
norwich_terrier -> terrier -> hunting_dog -> dog -> pet -> animal | semantic abstraction jump
norwich_terrier -> terrier -> hunting_dog -> dog -> example_of_pet | semantic abstraction jump
norwich_terrier -> terrier -> hunting_dog -> dog -> domesticated_canine | semantic abstraction jump
norwich_terrier -> terrier -> hunting_dog -> dog -> canine -> animal | semantic abstraction jump
nose_flute -> flute -> woodwind_instrument -> instrument | semantic abstraction jump
nose_flute -> flute -> wind_instrument -> musical_instrument | semantic abstraction jump
noseband -> strap -> band | semantic abstraction jump
noseband -> strap -> band -> belt | edge semantic failure
noseband -> strap -> band -> belt -> accessory | edge semantic failure
noseband -> strap -> band -> belt -> clothing_item | edge semantic failure
noseband -> strap -> band -> belt -> accessory -> clothing_item | edge semantic failure
feature_on_human_face | structural violation
organ_for_smelling | structural violation
nosocomial_infection -> exogenous_infection -> infection | semantic abstraction jump
quack_medicine | structural violation
not_all_automobiles -> cars -> automobiles | semantic abstraction jump
not_all_automobiles -> cars -> automobiles -> automobiles_components | semantic abstraction jump
blackbirds | structural violation
good_cars | structural violation
physicians | structural violation
not_all_domesticated_animals -> pets -> animals | semantic abstraction jump
not_all_domesticated_animals -> pets -> domesticated_animals | semantic abstraction jump
not_all_domesticated_animals -> pets -> domesticated_to_companions_for_people | edge semantic failure
not_all_domesticated_animals -> pets -> domesticated_to_companions_for_people | edge semantic failure
not_all_domesticated_animals -> pets -> domesticated_animals | semantic abstraction jump
not_all_domesticated_animals -> pets -> animals -> mammals | semantic abstraction jump
not_all_domesticated_animals -> pets -> animals -> not_humans | semantic abstraction jump
not_all_domesticated_animals -> pets -> animals -> not_humans | semantic abstraction jump
broadband | structural violation
not_all_killing -> murder -> killing | semantic abstraction jump
not_all_killing -> murder -> killing -> crime_killed_means_dead | semantic abstraction jump
not_all_killing -> murder -> killing -> fatality | semantic abstraction jump
not_all_killing -> murder -> killing -> fatality -> death | semantic abstraction jump
not_all_killing -> murder -> killing -> fatality -> death -> result_of_kill | semantic abstraction jump
not_all_killing -> murder -> killing -> fatality -> death -> result_of_kill | semantic abstraction jump
not_all_killing -> murder -> killing -> crime_killed_means_dead | semantic abstraction jump
not_all_killing -> murder -> homicide -> human_killing | semantic abstraction jump
not_all_killing -> murder -> homicide -> killing | semantic abstraction jump
not_all_killing -> murder -> homicide -> killing -> crime_killed_means_dead | semantic abstraction jump
not_all_killing -> murder -> homicide -> killing -> fatality | semantic abstraction jump
not_all_killing -> murder -> homicide -> killing -> fatality -> death | semantic abstraction jump
not_all_killing -> murder -> homicide -> killing -> fatality -> death -> result_of_kill | semantic abstraction jump
not_all_killing -> murder -> homicide -> killing -> crime_killed_means_dead | semantic abstraction jump
not_all_killing -> murder -> homicide -> human_killing -> killing | semantic abstraction jump
not_all_killing -> murder -> homicide -> human_killing -> killing -> crime_killed_means_dead | semantic abstraction jump
not_all_killing -> murder -> homicide -> human_killing -> killing -> fatality | semantic abstraction jump
not_all_killing -> murder -> homicide -> human_killing -> killing -> fatality -> death | semantic abstraction jump
not_all_killing -> murder -> homicide -> human_killing -> killing -> crime_killed_means_dead | semantic abstraction jump
not_all_marine_creatures -> fish -> aquatic_animal | semantic abstraction jump
not_all_marine_creatures -> fish -> aquatic_organism | semantic abstraction jump
not_all_marine_creatures -> fish -> aquatic_vertebrate | semantic abstraction jump
not_all_marine_creatures -> fish -> lifeform_from_ocean | edge semantic failure
not_all_marine_creatures -> fish -> not_mammals | edge semantic failure
not_all_marine_creatures -> fish -> not_mammals | edge semantic failure
not_all_marine_creatures -> fish -> lifeform_from_ocean | edge semantic failure
not_all_marine_creatures -> fish -> aquatic_animal | semantic abstraction jump
not_all_music -> folk_music -> music_genre | semantic abstraction jump
not_all_music -> folk_music -> music | semantic abstraction jump
not_all_music -> folk_music -> popular_music | semantic abstraction jump
not_all_music -> folk_music -> popular_music -> music_genre | semantic abstraction jump
not_all_music -> folk_music -> popular_music -> music | semantic abstraction jump
not_all_music -> folk_music -> popular_music -> music -> collection_of_sounds | semantic abstraction jump
not_all_music -> folk_music -> popular_music -> music -> not_worth_listening_to | edge semantic failure
not_all_music -> folk_music -> popular_music -> music -> playing_guitar_and_singing | semantic abstraction jump
not_all_music -> folk_music -> popular_music -> music -> what_listen_to | semantic abstraction jump
not_all_music -> folk_music -> popular_music -> music -> what_listen_to | semantic abstraction jump
not_all_music -> folk_music -> popular_music -> music -> playing_guitar_and_singing | semantic abstraction jump
not_all_music -> folk_music -> popular_music -> music -> not_worth_listening_to | edge semantic failure
not_all_music -> folk_music -> popular_music -> music -> collection_of_sounds | semantic abstraction jump
